"outcome","input","quant"
78.447555968337,-0.458113888888883,0.05
82.7526798054908,-0.458113888888883,0.25
84.6990616051741,-0.458113888888883,0.5
86.3138283207973,-0.458113888888883,0.75
88.7463331312852,-0.458113888888883,0.95
78.3896268503816,1.85311338734568,0.05
82.7241976860546,1.85311338734568,0.25
84.6727902236499,1.85311338734568,0.5
86.2904202687685,1.85311338734568,0.75
88.7299099229688,1.85311338734568,0.95
78.4708795234916,4.16434066358025,0.05
82.7430135316043,4.16434066358025,0.25
84.6756014337705,4.16434066358025,0.5
86.279464096598,4.16434066358025,0.75
88.7144280043132,4.16434066358025,0.95
78.5388682014859,6.47556793981482,0.05
82.8128866139589,6.47556793981482,0.25
84.7456331382614,6.47556793981482,0.5
86.3431948677852,6.47556793981482,0.75
88.7669643936596,6.47556793981482,0.95
78.5730739141153,8.78679521604939,0.05
82.8394151007455,8.78679521604939,0.25
84.7690289064235,8.78679521604939,0.5
86.3599237434105,8.78679521604939,0.75
88.7836445143434,8.78679521604939,0.95
78.6297366037466,11.098022492284,0.05
82.8890949349311,11.098022492284,0.25
84.8209168058972,11.098022492284,0.5
86.4599383536389,11.098022492284,0.75
88.9246194152916,11.098022492284,0.95
78.5245410456084,13.4092497685185,0.05
82.8124847758397,13.4092497685185,0.25
84.7368647544511,13.4092497685185,0.5
86.3767889524813,13.4092497685185,0.75
88.8771335816367,13.4092497685185,0.95
78.8017897007267,15.7204770447531,0.05
83.058999633757,15.7204770447531,0.25
84.9947459584671,15.7204770447531,0.5
86.540198164939,15.7204770447531,0.75
89.0232556589039,15.7204770447531,0.95
78.8622350251881,18.0317043209877,0.05
83.0799149172425,18.0317043209877,0.25
85.0167991688418,18.0317043209877,0.5
86.5573847067626,18.0317043209877,0.75
89.0400809525381,18.0317043209877,0.95
78.8535173726074,20.3429315972222,0.05
83.0884281735303,20.3429315972222,0.25
85.0187761402285,20.3429315972222,0.5
86.5721582190901,20.3429315972222,0.75
89.0439439078452,20.3429315972222,0.95
