"outcome","input","quant"
0,-0.458113888888883,0.05
0,-0.458113888888883,0.25
0,-0.458113888888883,0.5
0,-0.458113888888883,0.75
0,-0.458113888888883,0.95
0,1.85311338734568,0.05
0,1.85311338734568,0.25
0,1.85311338734568,0.5
0,1.85311338734568,0.75
0,1.85311338734568,0.95
0,4.16434066358025,0.05
0,4.16434066358025,0.25
0,4.16434066358025,0.5
0,4.16434066358025,0.75
0,4.16434066358025,0.95
0,6.47556793981482,0.05
0,6.47556793981482,0.25
0,6.47556793981482,0.5
0,6.47556793981482,0.75
0,6.47556793981482,0.95
0,8.78679521604939,0.05
0,8.78679521604939,0.25
0,8.78679521604939,0.5
0,8.78679521604939,0.75
0,8.78679521604939,0.95
0,11.098022492284,0.05
0,11.098022492284,0.25
0,11.098022492284,0.5
0,11.098022492284,0.75
0,11.098022492284,0.95
0,13.4092497685185,0.05
0,13.4092497685185,0.25
0,13.4092497685185,0.5
0,13.4092497685185,0.75
0,13.4092497685185,0.95
0,15.7204770447531,0.05
0,15.7204770447531,0.25
0,15.7204770447531,0.5
0,15.7204770447531,0.75
0,15.7204770447531,0.95
0,18.0317043209877,0.05
0,18.0317043209877,0.25
0,18.0317043209877,0.5
0,18.0317043209877,0.75
0,18.0317043209877,0.95
0,20.3429315972222,0.05
0,20.3429315972222,0.25
0,20.3429315972222,0.5
0,20.3429315972222,0.75
0,20.3429315972222,0.95
