time,temperature_2m_max (Â°C),temperature_2m_min (Â°C),temperature_2m_mean (Â°C),apparent_temperature_max (Â°C),apparent_temperature_min (Â°C),apparent_temperature_mean (Â°C)
02/07/2022,25.6,12,19.4,25.5,11.5,19
03/07/2022,27.7,15.8,22.2,28.6,14.9,22
04/07/2022,25.4,15.4,21,26.1,14.9,21
05/07/2022,26.1,15,21.1,26,14.6,20.4
06/07/2022,22.5,14.9,18.8,21.5,13.5,17.2
07/07/2022,20,13.4,17.4,17.5,12.3,15.5
08/07/2022,22.3,13.5,17.8,21.6,11.8,16.4
09/07/2022,24.7,14.4,20.1,23.4,14.4,19.4
10/07/2022,21.4,14.6,17.9,19.6,12.6,16.4
11/07/2022,23.3,14.1,18.9,22.3,13.7,18.3
12/07/2022,26.2,14.8,20.8,26.3,15.1,20.9
13/07/2022,30.4,14.9,23.3,29.8,14,22.9
14/07/2022,32.2,17.5,25,31.2,16.6,23.7
15/07/2022,24.7,15.3,20.7,22.6,14.7,19.1
16/07/2022,25.8,13.9,20.3,24.3,12.8,18.8
17/07/2022,28.1,13.8,21.6,26.9,12.4,20.1
18/07/2022,32.5,15.1,24.6,32.3,13.6,23.5
19/07/2022,35.6,18.3,27.8,34.1,16.8,26.2
20/07/2022,32.5,22.1,27.4,34.1,21,27.4
21/07/2022,26.4,18.8,22.5,25.6,20.2,23
22/07/2022,30.4,16.5,23.7,32.5,17.2,24.9
23/07/2022,27.1,20.7,23.8,28.9,21,24.4
24/07/2022,30.2,17.2,24.2,31.9,18.3,25.5
25/07/2022,32.7,20.3,25.9,33.3,20.2,26
26/07/2022,24.4,19.4,21.9,22.5,17.9,20.7
27/07/2022,22.7,16.7,20,21.2,15.8,18.9
28/07/2022,28,17.1,22.6,26.4,15.1,21.3
29/07/2022,27.3,17.5,22.7,27.6,18.7,22.9
30/07/2022,27.8,16.9,22.6,26.2,16.8,21.7
31/07/2022,28.8,16.6,23.5,28.4,16.2,22.7
01/08/2022,26.3,19,22.7,27.3,19.4,23
02/08/2022,28.1,17.4,22.9,28,18.5,23.9
03/08/2022,33,18.1,26,35.2,18.8,27.1
04/08/2022,35,21.4,28.6,36,21.2,29.1
05/08/2022,30.4,21,25.3,32.1,20.5,25.5
06/08/2022,25,16.7,20.9,23.7,15,19.1
07/08/2022,26.8,15.2,21.4,25.1,13.1,19.3
08/08/2022,28.5,15.6,22.4,27.5,14.4,21.1
09/08/2022,29.4,15.8,23.4,27.8,15,21.9
10/08/2022,29.3,18.2,24.3,27,16.6,22
11/08/2022,29.6,18.2,24.3,27.3,16.5,22.1
12/08/2022,29.2,17.6,23.6,27.1,15.8,21.2
13/08/2022,30,16.3,23.7,28.4,15.6,22.2
14/08/2022,31.6,16.9,24.9,30.4,15.9,23.4
15/08/2022,26.4,19.8,22.9,25.6,18.5,21.9
16/08/2022,28.2,17.5,22.8,27.7,18.1,23.1
17/08/2022,29.1,18.3,24,29.4,18.3,24.3
18/08/2022,24.5,19,21.6,26,21,23
19/08/2022,25.6,18.2,21.7,25.2,19,21.8
20/08/2022,24.8,18.2,21,23.3,18,20.7
21/08/2022,25.7,14.1,20.5,26.1,13.8,20.4
22/08/2022,27.3,15.1,21.8,27.1,14.8,21.3
23/08/2022,28.7,16.1,23,28.8,15.9,22.6
24/08/2022,29.9,16.3,23.7,28.9,16.1,23
25/08/2022,30.1,17.7,24.4,29.9,17.9,24.5
26/08/2022,28.7,19.4,23.2,29.6,21.7,24.7
27/08/2022,21.7,18,19.4,23.2,19.6,21.2
28/08/2022,23.8,16.1,19.9,24.2,16.9,20.7
29/08/2022,25.7,14.4,20.5,26.1,14.1,20.2
30/08/2022,27.2,16.6,22.1,26.9,16.2,21.5
31/08/2022,23,17.6,20.4,22.9,17.7,20.4
01/09/2022,23.3,15.3,19.1,21.8,15,18.3
02/09/2022,24.4,14.4,19.5,22.8,12.5,17.5
03/09/2022,23.5,15.8,19.5,24.2,15.6,19.6
04/09/2022,25.1,14.6,19.8,25.3,15,20.3
05/09/2022,27.9,14.4,21.6,28.9,14.1,22
06/09/2022,27.2,18.3,22.2,28.7,17.9,23.1
07/09/2022,26.6,17.9,21.8,27.2,18,22.2
08/09/2022,21.2,15.8,18,20.1,13.9,17.4
09/09/2022,20.8,14.8,17.4,18.4,14.4,16.1
10/09/2022,18,14.1,15.7,16.3,12.7,14.2
11/09/2022,19.7,13.6,16.2,19.7,12,15.6
12/09/2022,24,10.8,17.4,24.3,9.8,17.2
13/09/2022,24.9,13.2,18.5,25.1,12.2,18.3
14/09/2022,23.6,17.3,19.8,25.6,17.2,20.9
15/09/2022,18.4,14.8,16.8,18.2,14,16.4
16/09/2022,15.6,10.5,13.5,14.3,8.3,11.9
17/09/2022,14.3,7.7,10.7,11.2,4.5,7.7
18/09/2022,14.1,9.1,11.1,9.8,5.6,7.5
19/09/2022,14.3,8.5,11,11.8,5.5,8.4
20/09/2022,14.7,7.6,11.4,11.8,5.7,9.2
21/09/2022,15.7,6.1,11.5,12.5,4.1,9.2
22/09/2022,17.1,5.2,11.2,14.6,2.5,8.7
23/09/2022,18.8,6.6,12.7,17.4,4.1,11
24/09/2022,16.7,10.4,13.2,17.1,9.9,13
25/09/2022,15.3,10.1,12,14.7,9.3,11.2
26/09/2022,14.8,8.9,11.8,11.7,7.1,9.4
27/09/2022,11.8,8.1,10,8.4,4.2,6.7
28/09/2022,12.9,9,10.5,10,5.5,7.8
29/09/2022,13.9,7.2,10.1,12.3,5.3,8.5
30/09/2022,14.7,4.9,9.9,13.8,3,8.5
01/10/2022,15,8.2,11.4,12,5.9,8.3
02/10/2022,14.6,11.3,13.1,15.1,10.1,12.3
03/10/2022,14.7,7.6,11,13.7,6.5,10
04/10/2022,18.7,6,11.7,18.2,3.9,10.3
05/10/2022,22.1,8,14.7,21.2,6,13.3
06/10/2022,17.5,12.5,15.4,16.3,11.8,14.2
07/10/2022,18.6,11.7,14.8,18.8,10.9,14.6
08/10/2022,16.5,12.8,14.1,14.5,11.9,13.1
09/10/2022,17,6.3,11.5,14.4,3.8,9.3
10/10/2022,20.2,9.1,14.1,19.8,7.4,13.2
11/10/2022,15.2,11.3,13.3,14.5,10.5,12.7
12/10/2022,17.3,8,12.7,17.5,6.9,12.1
13/10/2022,17.1,9.1,13,16.8,7.8,12.2
14/10/2022,16.3,11.9,13.9,16.1,10.9,13.3
15/10/2022,18.5,14.1,16,17.4,13.2,14.9
16/10/2022,21.2,13.4,16.7,22.7,13.2,17
17/10/2022,23.2,12.9,17.6,23.3,11.8,17.5
18/10/2022,19.4,13.8,16.1,19.2,14.5,16.2
19/10/2022,17.7,12.6,14.5,16.4,11.2,13.7
20/10/2022,19.2,11.4,14.8,19.3,9.6,13.9
21/10/2022,20.1,13.3,16.2,19.3,12.4,15.8
22/10/2022,19.5,12.6,15.5,19.2,11.3,14.8
23/10/2022,22.7,11.3,16.5,23.6,9.7,15.5
24/10/2022,19.7,14.6,17.1,17.9,13,15.7
25/10/2022,17.9,11.1,14,17.2,9.1,12.6
26/10/2022,19.7,11.9,15.2,19.9,10.5,14.7
27/10/2022,21.9,10.1,15,22.9,8.7,14.7
28/10/2022,23.8,14,18.1,23.7,12.2,16.9
29/10/2022,24.4,13.1,17.8,24.3,11.7,17.4
30/10/2022,23.4,12.2,16.7,23.8,10.5,16.2
31/10/2022,18.4,10.3,13.8,19,9.1,13.5
01/11/2022,16.2,10.2,14,15.4,8.6,12.7
02/11/2022,14.5,7.4,11.2,12.5,5.9,9.1
03/11/2022,15.2,6.4,10.2,13.8,4,8.1
04/11/2022,11.9,7.8,10,10.6,6.1,8
05/11/2022,10.3,4.8,8.1,8.4,2.6,6
06/11/2022,10.9,2.8,6.6,8.2,-0.5,3.7
07/11/2022,15.2,8.9,11.5,12.5,5.7,9.1
08/11/2022,17.8,7.9,11.9,15.5,4.8,9.3
09/11/2022,16.3,11.1,12.7,15.1,9,10.9
10/11/2022,13.6,7,10.2,11.7,5,8.5
11/11/2022,13.5,3.5,7.7,12.2,1,5.7
12/11/2022,11.2,2.8,6.6,9.3,0.1,4.3
13/11/2022,11.6,2.4,6.2,9.4,-0.8,3.6
14/11/2022,12.1,2.3,7.2,9.2,-1,4.3
15/11/2022,12.8,8.1,10.4,11.4,5.3,8.1
16/11/2022,12.8,8.4,10.3,10.8,6,8.4
17/11/2022,12.8,8.6,10.2,10.2,5.4,7.3
18/11/2022,9,6.9,8.1,7.7,4.3,5.5
19/11/2022,7.8,4.8,6.4,5.4,2.9,4
20/11/2022,7.5,4.5,5.9,3.7,0.2,2.4
21/11/2022,8.5,5.2,6.4,6.3,0.6,2.6
22/11/2022,8.4,5.5,6.8,4.6,2.6,3.6
23/11/2022,10.1,3.4,6.5,6.8,0.1,3.2
24/11/2022,9.6,4.7,7.4,6.1,1.9,4.1
25/11/2022,9.9,2.6,5.8,7.6,-0.7,3.1
26/11/2022,8.4,3.2,5.8,6,0.7,3.5
27/11/2022,8.5,1.5,4.3,5.6,-2,1.1
28/11/2022,9,5.1,6.7,7.1,1.9,4.2
29/11/2022,7,6.3,6.8,5.6,4.7,5.1
30/11/2022,7,5,6.2,4.8,2,4.1
01/12/2022,5.3,2.1,3.8,2,-1.2,0.6
02/12/2022,3.4,2.2,2.8,0.6,-0.7,0
03/12/2022,3.3,1.1,2.3,-0.3,-2.4,-1.2
04/12/2022,3.6,0.8,2,1.2,-2.9,-1.1
05/12/2022,6.3,0.6,3.1,4,-2.3,0.4
06/12/2022,4,2.6,3.3,1,-0.2,0.5
07/12/2022,3.5,1.3,2.3,0.4,-2.2,-0.7
08/12/2022,3.6,-2.2,1.5,0.6,-5.4,-1.7
09/12/2022,2.3,-3.8,-1,-1,-7.5,-4.3
10/12/2022,1.6,-1.8,0,-2.1,-4.9,-3.3
11/12/2022,0.3,-3,-1.4,-3.4,-6.7,-4.9
12/12/2022,0.6,-3.7,-1.8,-2.5,-8,-5.2
13/12/2022,-0.9,-5.6,-3.4,-5.9,-10.4,-8.3
14/12/2022,0,-3.1,-1.9,-3.1,-8.4,-5.7
15/12/2022,-0.3,-4.8,-2.8,-4.4,-8.8,-6.6
16/12/2022,-1.2,-5.1,-3.4,-5.2,-9,-7.3
17/12/2022,-1.2,-8.6,-4.5,-4.8,-13.4,-8.3
18/12/2022,0.1,-10.2,-5.1,-4.1,-15.3,-9.9
19/12/2022,8.1,-0.8,3.8,4.9,-5.3,-0.1
20/12/2022,9.2,3.5,6.1,6.3,-0.2,2.8
21/12/2022,9.8,7.5,9.1,7.4,4.6,6.3
22/12/2022,10.1,7.8,9.5,6.5,4.5,5.6
23/12/2022,11.9,9.1,10.6,8.8,6.1,7.9
24/12/2022,10.9,7.9,9.5,8.5,5.9,6.9
25/12/2022,13.9,5.3,9.3,12.6,2.6,7.1
26/12/2022,11.4,7.8,10.2,8.2,3.5,6.8
27/12/2022,7.3,2.7,4.8,4.2,-0.8,1.2
28/12/2022,10.4,2.3,6.8,6.5,-1.6,2.8
29/12/2022,12.4,8.7,10.9,8.8,5.2,6.8
30/12/2022,12.4,4.3,8.1,8.3,1.3,4.9
31/12/2022,17.7,12.6,14.8,15.2,8.6,11.6
01/01/2023,16.2,11.3,13.5,14.4,8.4,10.8
02/01/2023,14.6,8.7,11.5,11.8,5.5,8.4
03/01/2023,10.1,3.9,7.3,7.9,1.7,5.1
04/01/2023,9.8,4.5,7.6,4.9,0.7,3.1
05/01/2023,10.4,9.2,9.9,8.3,5,6.3
06/01/2023,10.9,9.1,10,8.5,6.7,7.4
07/01/2023,11.6,5.6,7.9,9,2.8,5.2
08/01/2023,10.1,7,8.2,7.4,3.4,5
09/01/2023,7.2,4.3,6,3.6,0,1.8
10/01/2023,6.2,3.7,4.8,2.3,-0.6,0.7
11/01/2023,10.3,5.4,8.4,7.1,1.7,4.6
12/01/2023,9.8,6.1,7.9,4.8,1.7,3
13/01/2023,9.8,6.4,8.4,5,1.6,3.7
14/01/2023,10.1,5.6,7.6,6.2,1.4,3.4
15/01/2023,10.5,4.2,6.9,6.3,-1.2,2.3
16/01/2023,6.6,3,4.1,0.9,-3.2,-1.2
17/01/2023,4.3,-0.3,2.3,0.6,-3.7,-1.6
18/01/2023,2.2,-1.5,0.2,-1.7,-5.4,-3.5
19/01/2023,1.5,-2.5,-0.9,-3,-7,-5.1
20/01/2023,2.6,-3.3,-0.9,-1.5,-7,-4.4
21/01/2023,0.2,-4,-1.7,-4.9,-7.5,-5.8
22/01/2023,1.1,-1.9,-0.7,-2.4,-5.9,-4.2
23/01/2023,2,-3.3,-0.4,-2.6,-7.1,-4.6
24/01/2023,4.3,1.1,2.2,0.4,-3.2,-1.8
25/01/2023,3.2,-1.7,0.5,0.2,-5.4,-2.8
26/01/2023,-0.4,-2.2,-1,-3.5,-5.7,-4.5
27/01/2023,0.6,-2.6,-1.1,-3.3,-6.2,-4.7
28/01/2023,2,-2,0,-2.1,-5.9,-3.7
29/01/2023,1.8,-2.2,-0.9,-1.6,-6.5,-4.4
30/01/2023,2.9,-3.9,0.8,-2.2,-9,-4.6
31/01/2023,4.3,0,2.4,-1,-4.4,-2.3
01/02/2023,6.1,3.7,4.6,0.8,-1.3,-0.5
02/02/2023,5.9,4.1,5.1,1.2,-1.5,0
03/02/2023,7.1,5.3,6.2,2.2,0.6,1.2
04/02/2023,7.1,2.2,5.7,3.7,-0.9,2.6
05/02/2023,5.5,1.8,3.2,2.7,-1.5,0.4
06/02/2023,3.1,-0.8,1,-0.2,-4.3,-2.4
07/02/2023,3.2,-3.6,-0.7,-1.3,-8.3,-5.3
08/02/2023,3.8,-3.8,-1,-1,-8.7,-5.7
09/02/2023,4.3,-4.8,-1.1,0.6,-8.5,-4.7
10/02/2023,4.7,-4.2,-0.3,1.4,-8.1,-3.9
11/02/2023,6.7,-1.1,2.3,3.5,-5.1,-1.2
12/02/2023,8.2,2,4.3,5.3,-0.3,1.7
13/02/2023,9.5,-0.1,3.8,7.3,-3.7,0.7
14/02/2023,9.9,-2.5,2.7,7.5,-5.9,-0.4
15/02/2023,12.5,-2.6,3.4,10.5,-6.2,0.5
16/02/2023,12.6,0.9,6.2,9.2,-3.1,2.6
17/02/2023,10.8,8.1,9.6,6.8,3.8,5.5
18/02/2023,12.7,9.3,10.4,8.2,4.9,6.5
19/02/2023,10.2,7.8,8.7,6.4,3.5,4.8
20/02/2023,12.6,5.5,8.5,8.8,2.1,5.1
21/02/2023,14.3,3,8.3,12.6,0,5.9
22/02/2023,13.6,1.9,7.3,11.9,-1,4.9
23/02/2023,12.1,6.4,8.9,10.7,4.5,7.3
24/02/2023,9.6,5.8,7.3,6.4,1.9,5
25/02/2023,5.7,0.7,3.7,1.8,-3.6,-0.4
26/02/2023,3.3,-2.5,0,-2.6,-7.1,-5
27/02/2023,3.6,-2.2,0.1,-2.7,-7.7,-5.7
28/02/2023,4.8,-2,0.5,-0.1,-7.2,-4.4
01/03/2023,6.6,-2.1,1.6,2,-6.4,-2.7
02/03/2023,10,-1.6,3.6,7.4,-5.2,0.3
03/03/2023,7.7,-0.3,3.3,4.7,-3,0.4
04/03/2023,4,-2.5,1,0.6,-5.7,-2.2
05/03/2023,4.8,1.3,2.8,1.4,-1.6,-0.3
06/03/2023,5.9,0.2,2.5,1.3,-3.3,-1.4
07/03/2023,7,1.8,3.9,0.9,-2.8,-1.2
08/03/2023,9.9,2.4,5.9,5.7,-2.1,1.4
09/03/2023,11.3,8.3,9.9,7.9,3.9,5.8
10/03/2023,10.5,3.1,8.2,6.6,-3.6,3.3
11/03/2023,4.2,-0.2,1.9,0.1,-4.7,-2.5
12/03/2023,11,-1.7,4.6,7.2,-5.3,1.1
13/03/2023,18.9,7.5,12.6,16.4,4,9.5
14/03/2023,12.3,4.8,9,10,0.3,4.5
15/03/2023,7.4,-0.1,3.6,3.9,-4,0
16/03/2023,12.5,-1.2,5.1,9,-5,1.5
17/03/2023,18.1,3.9,10.4,17,0.3,7.7
18/03/2023,17.2,6.9,11.6,15.4,3.7,9.3
19/03/2023,14.5,7.6,10.3,12.2,4.9,8.4
20/03/2023,11.9,6.5,9,9,4,6.5
21/03/2023,14.4,5.9,9.9,12.8,3.4,8.1
22/03/2023,17,5.9,11.5,13.7,3.2,9
23/03/2023,15.4,11.5,13.2,13.1,8.5,10.4
24/03/2023,14.6,10.4,12.6,12.1,6.6,9.5
25/03/2023,11.9,7.3,9.4,7.2,2.4,4.7
26/03/2023,12.4,6.4,8.3,7.7,2.3,4.8
27/03/2023,7.4,1.4,4.5,2.7,-3.4,0
28/03/2023,9.3,-1.8,4.3,5.8,-5.3,0.8
29/03/2023,16.1,4.4,9.9,13.5,1.3,7
30/03/2023,16.1,10.6,13.1,13,8.1,10
31/03/2023,13.2,9.5,10.9,9.3,5.1,7.1
01/04/2023,9.5,7.5,8.5,5.3,2.7,4.1
02/04/2023,11,5.1,8.1,9.9,0.5,5.4
03/04/2023,6.6,2.9,4.6,1.5,-1.6,-0.1
04/04/2023,7.1,-0.8,3.3,3.1,-5.2,-1.2
05/04/2023,8.8,-1.5,3.9,6.2,-4.9,0.5
06/04/2023,11.8,-1.5,5.5,10.1,-5.3,2.5
07/04/2023,11.2,4.7,7.6,9.7,2.2,5.5
08/04/2023,10.6,5.1,7.6,7.7,3,5.2
09/04/2023,12.5,2.2,7.9,8.8,-0.4,4.8
10/04/2023,17.1,3.6,10.5,14.5,-0.1,7.4
11/04/2023,12.5,8,10.5,8.9,5.3,7.1
12/04/2023,13.3,7,9.2,10.5,4.2,6.3
13/04/2023,11,4.8,7.7,8.3,0.9,4.3
14/04/2023,12.7,1.8,8,10.6,-1.6,5.4
15/04/2023,12.5,0.5,7.7,8.9,-2.2,4.6
16/04/2023,8.4,6.5,7.3,6.5,3.5,4.6
17/04/2023,13.2,6.9,9.5,11.3,5.1,7.3
18/04/2023,13.2,5.9,9.5,9.5,2.9,6.1
19/04/2023,11.2,6.9,9,8.7,2.8,6.1
20/04/2023,10.9,1.4,6.7,7.6,-1.8,3.6
21/04/2023,16.3,2.4,9.4,14.4,-0.7,7.2
22/04/2023,20.7,9,14.1,21.5,6.8,12.6
23/04/2023,18.3,10.2,13.8,16.5,8.6,12.2
24/04/2023,13,9,10.7,9.1,5.4,7.2
25/04/2023,11,6.1,7.9,9.2,3.7,5.6
26/04/2023,12.1,2.5,7.6,9,-0.3,5
27/04/2023,15.4,5.7,10.7,13.8,3.2,8.7
28/04/2023,15.7,9,12.2,14.9,7,10.8
29/04/2023,14,10.8,12.6,11.8,9.2,10.9
30/04/2023,16.9,9.3,12.9,13.7,6.9,10.3
01/05/2023,17.1,8.7,12.7,16.3,6.3,11.2
02/05/2023,15.4,8.7,11.9,13.7,7.2,10.2
03/05/2023,17.2,6.4,12,15.6,4.3,9.7
04/05/2023,21.7,8,14.8,20.8,5.1,13
05/05/2023,20.6,12.4,16.2,20.9,11.5,15.8
06/05/2023,19.6,10.5,15.2,19.4,9.6,14.8
07/05/2023,21.6,11.2,16.2,22.6,10,16.3
08/05/2023,17.7,13.2,15.2,18,13.4,15.5
09/05/2023,20.3,10.9,15.5,21.5,10.2,15.7
10/05/2023,15.2,11.8,13.5,13,9.5,11.5
11/05/2023,14.2,10.2,12.2,13.1,8.9,10.9
12/05/2023,15.7,10.3,12.9,13.6,9.7,11.7
13/05/2023,16.1,8.3,12.4,13.7,6.6,10.6
14/05/2023,17.3,9.2,13.5,16.2,7.9,12.2
15/05/2023,18.3,8.3,13.7,17,6.9,12.6
16/05/2023,13.8,9.4,11.8,11.5,6.7,9.1
17/05/2023,13.1,6.1,10.2,9.9,3.4,7.2
18/05/2023,17,6.9,11.9,13.2,3.6,8.8
19/05/2023,16.1,8.1,12.8,13.8,5.4,10.2
20/05/2023,20.1,12.3,16,18.7,10.8,14.5
21/05/2023,24.1,11.8,18.3,25,11.1,18.6
22/05/2023,24.2,12.7,19.2,26.3,12.4,20.2
23/05/2023,18.8,13.7,16.3,17.5,11.6,15.5
24/05/2023,15.8,10.3,12.8,14.5,7.7,10.3
25/05/2023,20.1,8.9,14.6,18.1,6.2,12.2
26/05/2023,21.4,10.6,16.4,20.7,9.3,15.2
27/05/2023,22.1,11.9,17.1,21,9.7,15.3
28/05/2023,23.2,10.1,17.4,22.9,8,16.2
29/05/2023,23.8,11.3,18.2,22.7,9.8,16.7
30/05/2023,21.7,12.8,17.6,20.4,11,15.3
31/05/2023,23.8,13,18.6,21.5,9.9,15.9
01/06/2023,25,11.7,19.1,25.2,10.4,18.3
02/06/2023,21.5,11.5,17,20.6,10.1,15.6
03/06/2023,23.3,12.1,18,22.7,10.1,16.2
04/06/2023,23.7,12.9,18.6,22.4,10.5,16.5
05/06/2023,25.1,11.6,19.1,24,10,17.6
06/06/2023,23.7,12.9,19.2,22.8,12.3,17.9
07/06/2023,23.8,12.1,18.7,23.9,11.5,18.4
08/06/2023,26.3,13.3,20.3,26.8,12.9,20.3
09/06/2023,26.3,13.8,20.8,25.2,13.7,20.2
10/06/2023,26.8,15.4,22,25.6,14.6,21.2
11/06/2023,27.9,17.3,22.9,26.5,17,21.7
12/06/2023,27,15.9,22.1,25.7,14.9,20.3
13/06/2023,25.8,15.9,21,23.1,13.3,18.1
14/06/2023,24.1,13,19.5,22.1,10.9,17.3
15/06/2023,24.6,15.2,20.3,23.2,13.7,18.6
16/06/2023,25.3,14,20.7,24,13.1,19.2
17/06/2023,27.3,12.8,21.5,25.9,12,20.5
18/06/2023,30.3,14.3,23.5,30.9,12.7,23.3
19/06/2023,28.3,19.6,23.9,31.3,18.5,24.8
20/06/2023,31.5,19.5,25.1,33,21,26.7
21/06/2023,27.1,19.2,23.4,29.7,20.6,25.2
22/06/2023,31.6,20.3,24.4,34,20.8,25.7
23/06/2023,23.6,17.6,20.5,22.2,15.5,19.4
24/06/2023,26.1,14.3,21.1,26,14.3,21.1
25/06/2023,28.4,15.9,22.9,29.2,15.1,22.9
26/06/2023,27.9,16.6,22.8,28,15.9,21.7
27/06/2023,22,16.1,19.8,20,15.7,18.4
28/06/2023,22.9,17.2,20,22.1,16.6,19.4
29/06/2023,26.7,15.1,21.6,28.5,15.1,22
30/06/2023,21.9,18.4,19.8,21.5,19.2,20.4
01/07/2023,22.3,15.7,18.8,20.1,14.2,17.4
02/07/2023,23.4,15.5,19.2,19.6,14.3,16.9
03/07/2023,21.8,16.1,18.7,19.4,14,16.5
04/07/2023,24.2,15.9,20.1,24.1,15.5,19.5
05/07/2023,21.8,16.7,18.8,18.7,15,17.2
06/07/2023,23.5,13.7,18.9,21.7,12.9,17.9
07/07/2023,29.5,13,22,29.8,11.8,21.4
08/07/2023,29.6,17.8,24.6,32.5,17,25.2
09/07/2023,33.8,18.1,26.9,35.4,19.1,28.4
10/07/2023,30.5,21.2,26,30.2,22.3,26.3
11/07/2023,33.7,18.5,26.4,35.6,18.9,27.5
12/07/2023,27.3,21.3,23.7,28,21.6,24.4
13/07/2023,24,17.6,21.2,22.2,16.9,19.8
14/07/2023,29.1,15.2,22.8,29.1,14.9,22.8
15/07/2023,34.5,20.7,26.4,35.7,20.1,26.9
16/07/2023,25.6,18.1,21.5,23.9,17.5,21.2
17/07/2023,24.4,18.4,21.6,22,18.5,20.6
18/07/2023,26.9,15.3,21.6,27.5,14.8,21.6
19/07/2023,26.8,19.5,22.9,26.2,19.8,22.4
20/07/2023,24.4,16.7,20.9,23,15.5,19.5
21/07/2023,23.5,16.7,19.8,22.7,16.4,19
22/07/2023,23.5,14.5,19.6,21.2,14.2,18.5
23/07/2023,26.9,15.9,21.8,24.2,14,20
24/07/2023,24,17.3,20.2,23.6,18.1,20.5
25/07/2023,19.1,14.1,16.8,18.3,13.3,16.1
26/07/2023,19,11.9,15.6,17.5,10.5,14.1
27/07/2023,21.3,14.3,17.3,21.9,12.8,16.5
28/07/2023,21.9,17.3,18.6,22.3,17.4,19.3
29/07/2023,24.5,17.2,20.2,25.3,17.9,20.7
30/07/2023,21.3,17.1,19.1,19.8,16.1,18.2
31/07/2023,23.1,15.4,18.9,21.1,13.4,17.2
01/08/2023,21,16.8,18.3,19.4,15,16.6
02/08/2023,21.4,15.4,18,20.7,14.5,17
03/08/2023,20,16.5,17.8,18.2,13.3,15.4
04/08/2023,19,14.6,16.6,19,14.6,16.7
05/08/2023,21.2,13.1,17.2,20.8,12.8,17.1
06/08/2023,15.2,12.2,14,15.1,8.7,11.5
07/08/2023,17.3,11.4,14.1,14.9,7.8,11.1
08/08/2023,19.9,12.6,16.5,17.2,10.5,14.4
09/08/2023,19.9,15.3,17.1,19.6,13.5,16.4
10/08/2023,23.8,11.6,18.1,24.8,11.4,18.6
11/08/2023,28.1,13.2,21.3,30.7,12.7,22.6
12/08/2023,26.3,18,22.2,29.2,19.4,24.3
13/08/2023,24.8,18.7,21.5,28.3,21,24.3
14/08/2023,29.8,18.4,23.3,35.1,20.2,26.5
15/08/2023,28.5,19.6,23.7,30.9,22.3,26.2
16/08/2023,28.4,18.1,23.4,31.3,19.8,26.1
17/08/2023,27,17.9,22.4,30.5,20.5,25.4
18/08/2023,30.9,17.3,24.4,32.8,18.7,26.4
19/08/2023,32.6,20.2,26.3,35.3,20.8,28.2
20/08/2023,30.1,20.7,25.8,32.8,24,28.9
21/08/2023,30.6,22.7,26.3,34,25.6,29.3
22/08/2023,29.7,20.1,25.6,31.9,22.4,27.9
23/08/2023,27.9,19.2,23.5,30,21.2,25.2
24/08/2023,33,18.6,24.8,36,19.1,26.6
25/08/2023,26.2,20.5,22.4,25.9,22.6,24.4
26/08/2023,20.9,17.2,19.4,23,17.3,20.2
27/08/2023,20.2,16,17.8,20.4,15.5,18.4
28/08/2023,16.7,13.7,15.2,15.3,13.7,14.5
29/08/2023,18.4,13.1,15.4,17.9,12.4,14.9
30/08/2023,19.9,12.4,16,19.6,11.9,15.3
31/08/2023,19.1,12,15.6,16,10.4,13.7
01/09/2023,23,14.4,18.2,22.2,12.4,17.7
02/09/2023,26,14.3,20.2,27.9,14.6,21.5
03/09/2023,24.2,16.8,20.3,25,18.2,21.4
04/09/2023,26.5,15,20.4,25.7,14.1,19.7
05/09/2023,26.6,16.6,21.2,26.9,14.4,20.1
06/09/2023,26.7,14.2,20.4,26.6,13.1,19.9
07/09/2023,27.5,14.9,21,28.4,14,21.1
08/09/2023,27.9,14.8,21.5,29.9,14.7,22.4
09/09/2023,28.5,15.8,22,30.8,16.8,23.7
10/09/2023,28.6,16.8,22.7,30.6,18,24.3
11/09/2023,29.2,15.8,22.6,30.4,16.9,23.7
12/09/2023,28.6,17,22.7,30.2,17.6,24
13/09/2023,22.3,17.9,19.9,22.5,18.5,20.5
14/09/2023,21,14,17.4,20.1,14.1,17.1
15/09/2023,24.8,12.3,18.4,24.8,11.7,18.3
16/09/2023,26.5,15,20.9,27.8,15.2,22
17/09/2023,28,16.6,22.3,29.4,17.3,23.4
18/09/2023,23.8,18.6,20.8,23,18.1,20.8
19/09/2023,21.5,15.9,18.5,19.5,14.6,17
20/09/2023,25.3,14.2,19.4,24.7,12.9,18.7
21/09/2023,25.2,15.5,19.3,25.7,15,19.3
22/09/2023,19.7,13.8,16.3,17.3,12.1,14.8
23/09/2023,16.6,11.4,14,14,9.6,11.8
24/09/2023,18.9,7.6,13.3,17,6.1,11.8
25/09/2023,21.1,9.8,14.9,20,7.2,13.3
26/09/2023,22.9,10,16,23.3,8.9,15.7
27/09/2023,24.2,10.1,16.8,24.3,8.9,16.6
28/09/2023,26,14.1,19.3,26.5,12.9,19.1
29/09/2023,25.7,14.5,19.3,24.9,13.7,18.5
30/09/2023,19,13.5,16.6,18.3,12.9,16.3
01/10/2023,23,10.2,16,22.8,9,15.5
02/10/2023,26.5,11.6,18.4,27.2,10.3,18.2
03/10/2023,24.3,13.8,19,21.8,12.7,17.2
