"TG_DateNum","daylight_hours"
730485,8.25
730486,8.26666666666667
730487,8.3
730488,8.31666666666667
730489,8.33333333333333
730490,8.35
730491,8.38333333333333
730492,8.41666666666667
730493,8.43333333333333
730494,8.46666666666667
730495,8.5
730496,8.53333333333333
730497,8.55
730498,8.6
730499,8.63333333333333
730500,8.66666666666667
730501,8.7
730502,8.73333333333333
730503,8.78333333333333
730504,8.81666666666667
730505,8.86666666666667
730506,8.9
730507,8.95
730508,8.98333333333333
730509,9.03333333333333
730510,9.08333333333333
730511,9.13333333333333
730512,9.16666666666667
730513,9.21666666666667
730514,9.26666666666667
730515,9.31666666666667
730516,9.36666666666667
730517,9.41666666666667
730518,9.46666666666667
730519,9.53333333333333
730520,9.58333333333333
730521,9.63333333333333
730522,9.68333333333333
730523,9.73333333333333
730524,9.8
730525,9.85
730526,9.9
730527,9.96666666666667
730528,10.0166666666667
730529,10.0666666666667
730530,10.1333333333333
730531,10.1833333333333
730532,10.25
730533,10.3
730534,10.3666666666667
730535,10.4166666666667
730536,10.4833333333333
730537,10.5333333333333
730538,10.6
730539,10.65
730540,10.7166666666667
730541,10.7833333333333
730542,10.8333333333333
730543,10.9
730544,10.95
730545,11.0166666666667
730546,11.0833333333333
730547,11.1333333333333
730548,11.2
730549,11.2666666666667
730550,11.3166666666667
730551,11.3833333333333
730552,11.45
730553,11.5
730554,11.5666666666667
730555,11.6333333333333
730556,11.6833333333333
730557,11.75
730558,11.8166666666667
730559,11.8666666666667
730560,11.9333333333333
730561,12
730562,12.05
730563,12.1166666666667
730564,12.1833333333333
730565,12.2333333333333
730566,12.3
730567,12.3666666666667
730568,12.4166666666667
730569,12.4833333333333
730570,12.55
730571,12.6
730572,12.6666666666667
730573,12.7333333333333
730574,12.7833333333333
730575,12.85
730576,12.9166666666667
730577,12.9666666666667
730578,13.0333333333333
730579,13.1
730580,13.15
730581,13.2166666666667
730582,13.2666666666667
730583,13.3333333333333
730584,13.4
730585,13.45
730586,13.5166666666667
730587,13.5666666666667
730588,13.6333333333333
730589,13.6833333333333
730590,13.75
730591,13.8
730592,13.8666666666667
730593,13.9166666666667
730594,13.9833333333333
730595,14.0333333333333
730596,14.1
730597,14.15
730598,14.2166666666667
730599,14.2666666666667
730600,14.3166666666667
730601,14.3833333333333
730602,14.4333333333333
730603,14.4833333333333
730604,14.55
730605,14.6
730606,14.65
730607,14.7
730608,14.7666666666667
730609,14.8166666666667
730610,14.8666666666667
730611,14.9166666666667
