"TG_DateNum","daylight_hours"
730485,8.08333333333333
730486,8.1
730487,8.11666666666667
730488,8.13333333333333
730489,8.16666666666667
730490,8.18333333333333
730491,8.21666666666667
730492,8.23333333333333
730493,8.26666666666667
730494,8.3
730495,8.33333333333333
730496,8.36666666666667
730497,8.4
730498,8.43333333333333
730499,8.46666666666667
730500,8.5
730501,8.55
730502,8.58333333333333
730503,8.63333333333333
730504,8.66666666666667
730505,8.71666666666667
730506,8.75
730507,8.8
730508,8.85
730509,8.9
730510,8.95
730511,9
730512,9.05
730513,9.1
730514,9.15
730515,9.2
730516,9.25
730517,9.3
730518,9.35
730519,9.41666666666667
730520,9.46666666666667
730521,9.51666666666667
730522,9.58333333333333
730523,9.63333333333333
730524,9.7
730525,9.75
730526,9.81666666666667
730527,9.86666666666667
730528,9.93333333333333
730529,9.98333333333333
730530,10.05
730531,10.1
730532,10.1666666666667
730533,10.2333333333333
730534,10.2833333333333
730535,10.35
730536,10.4166666666667
730537,10.4666666666667
730538,10.5333333333333
730539,10.6
730540,10.6666666666667
730541,10.7166666666667
730542,10.7833333333333
730543,10.85
730544,10.9166666666667
730545,10.9666666666667
730546,11.0333333333333
730547,11.1
730548,11.1666666666667
730549,11.2333333333333
730550,11.2833333333333
730551,11.35
730552,11.4166666666667
730553,11.4833333333333
730554,11.55
730555,11.6
730556,11.6666666666667
730557,11.7333333333333
730558,11.8
730559,11.8666666666667
730560,11.9333333333333
730561,11.9833333333333
730562,12.05
730563,12.1166666666667
730564,12.1833333333333
730565,12.25
730566,12.3166666666667
730567,12.3666666666667
730568,12.4333333333333
730569,12.5
730570,12.5666666666667
730571,12.6333333333333
730572,12.7
730573,12.75
730574,12.8166666666667
730575,12.8833333333333
730576,12.95
730577,13.0166666666667
730578,13.0666666666667
730579,13.1333333333333
730580,13.2
730581,13.2666666666667
730582,13.3166666666667
730583,13.3833333333333
730584,13.45
730585,13.5166666666667
730586,13.5666666666667
730587,13.6333333333333
730588,13.7
730589,13.7666666666667
730590,13.8166666666667
730591,13.8833333333333
730592,13.95
730593,14
730594,14.0666666666667
730595,14.1333333333333
730596,14.1833333333333
730597,14.25
730598,14.3
730599,14.3666666666667
730600,14.4166666666667
730601,14.4833333333333
730602,14.5333333333333
730603,14.6
730604,14.65
730605,14.7166666666667
730606,14.7666666666667
730607,14.8166666666667
730608,14.8833333333333
730609,14.9333333333333
730610,14.9833333333333
730611,15.05
730612,15.1
730613,15.15
730614,15.2
730615,15.25
730616,15.3
730617,15.35
730618,15.4
730619,15.45
730620,15.5
730621,15.55
730622,15.5833333333333
730623,15.6333333333333
730624,15.6833333333333
730625,15.7166666666667
730626,15.7666666666667
730627,15.8166666666667
730628,15.85
730629,15.8833333333333
730630,15.9333333333333
730631,15.9666666666667
730632,16
730633,16.0333333333333
730634,16.0666666666667
730635,16.1
730636,16.1333333333333
730637,16.1666666666667
730638,16.2
730639,16.2166666666667
730640,16.25
730641,16.2666666666667
730642,16.3
730643,16.3166666666667
730644,16.3333333333333
730645,16.35
730646,16.3666666666667
730647,16.3833333333333
730648,16.4
730649,16.4166666666667
730650,16.4333333333333
730651,16.4333333333333
730652,16.45
730653,16.45
730654,16.45
730655,16.4666666666667
730656,16.4666666666667
730657,16.4666666666667
730658,16.4666666666667
730659,16.4666666666667
730660,16.45
730661,16.45
730662,16.4333333333333
730663,16.4333333333333
730664,16.4166666666667
730665,16.4
730666,16.4
730667,16.3833333333333
730668,16.3666666666667
730669,16.3333333333333
730670,16.3166666666667
730671,16.3
730672,16.2833333333333
730673,16.25
730674,16.2333333333333
730675,16.2
730676,16.1666666666667
730677,16.1333333333333
730678,16.1166666666667
730679,16.0833333333333
730680,16.05
730681,16.0166666666667
730682,15.9666666666667
730683,15.9333333333333
730684,15.9
730685,15.8666666666667
730686,15.8166666666667
730687,15.7833333333333
730688,15.7333333333333
730689,15.7
730690,15.65
730691,15.6
730692,15.5666666666667
730693,15.5166666666667
730694,15.4666666666667
730695,15.4166666666667
730696,15.3666666666667
730697,15.3166666666667
730698,15.2666666666667
730699,15.2166666666667
730700,15.1666666666667
730701,15.1166666666667
730702,15.0666666666667
730703,15.0166666666667
730704,14.9666666666667
730705,14.9
730706,14.85
730707,14.8
730708,14.7333333333333
730709,14.6833333333333
730710,14.6333333333333
730711,14.5666666666667
730712,14.5166666666667
730713,14.45
730714,14.4
730715,14.3333333333333
730716,14.2833333333333
730717,14.2166666666667
730718,14.1666666666667
730719,14.1
730720,14.05
730721,13.9833333333333
730722,13.9166666666667
730723,13.8666666666667
730724,13.8
730725,13.75
730726,13.6833333333333
730727,13.6166666666667
730728,13.5666666666667
730729,13.5
730730,13.4333333333333
730731,13.3666666666667
730732,13.3166666666667
730733,13.25
730734,13.1833333333333
730735,13.1333333333333
730736,13.0666666666667
730737,13
730738,12.9333333333333
730739,12.8833333333333
730740,12.8166666666667
730741,12.75
730742,12.6833333333333
730743,12.6333333333333
730744,12.5666666666667
730745,12.5
730746,12.4333333333333
730747,12.3833333333333
730748,12.3166666666667
730749,12.25
730750,12.1833333333333
730751,12.1166666666667
730752,12.0666666666667
730753,12
730754,11.9333333333333
730755,11.8666666666667
730756,11.8166666666667
730757,11.75
730758,11.6833333333333
730759,11.6166666666667
730760,11.55
730761,11.5
730762,11.4333333333333
730763,11.3666666666667
730764,11.3
730765,11.25
730766,11.1833333333333
730767,11.1166666666667
730768,11.05
730769,11
730770,10.9333333333333
730771,10.8666666666667
730772,10.8
730773,10.75
730774,10.6833333333333
730775,10.6166666666667
730776,10.5666666666667
730777,10.5
730778,10.4333333333333
730779,10.3833333333333
730780,10.3166666666667
730781,10.2666666666667
730782,10.2
730783,10.1333333333333
730784,10.0833333333333
730785,10.0166666666667
730786,9.96666666666667
730787,9.9
730788,9.85
730789,9.78333333333333
730790,9.73333333333333
730791,9.66666666666667
730792,9.61666666666667
730793,9.56666666666667
730794,9.5
730795,9.45
730796,9.4
730797,9.35
730798,9.28333333333333
730799,9.23333333333333
730800,9.18333333333333
730801,9.13333333333333
730802,9.08333333333333
730803,9.03333333333333
730804,8.98333333333333
730805,8.93333333333333
730806,8.88333333333333
730807,8.83333333333333
730808,8.8
730809,8.75
730810,8.7
