"","date","TG_DateNum","daylight_hours"
"1","2016-1-1","736329","0.347916666666667"
"2","2016-1-2","736330","0.348611111111111"
"3","2016-1-3","736331","0.349305555555556"
"4","2016-1-4","736332","0.350694444444444"
"5","2016-1-5","736333","0.351388888888889"
"6","2016-1-6","736334","0.352083333333333"
"7","2016-1-7","736335","0.353472222222222"
"8","2016-1-8","736336","0.354166666666667"
"9","2016-1-9","736337","0.355555555555556"
"10","2016-1-10","736338","0.35625"
"11","2016-1-11","736339","0.357638888888889"
"12","2016-1-12","736340","0.359027777777778"
"13","2016-1-13","736341","0.360416666666667"
"14","2016-1-14","736342","0.361805555555556"
"15","2016-1-15","736343","0.363194444444444"
"16","2016-1-16","736344","0.364583333333333"
"17","2016-1-17","736345","0.365972222222222"
"18","2016-1-18","736346","0.367361111111111"
"19","2016-1-19","736347","0.369444444444444"
"20","2016-1-20","736348","0.370833333333333"
"21","2016-1-21","736349","0.372222222222222"
"22","2016-1-22","736350","0.374305555555556"
"23","2016-1-23","736351","0.375694444444444"
"24","2016-1-24","736352","0.377777777777778"
"25","2016-1-25","736353","0.379861111111111"
"26","2016-1-26","736354","0.38125"
"27","2016-1-27","736355","0.383333333333333"
"28","2016-1-28","736356","0.385416666666667"
"29","2016-1-29","736357","0.3875"
"30","2016-1-30","736358","0.389583333333333"
"31","2016-1-31","736359","0.390972222222222"
"32","2016-2-1","736360","0.393055555555556"
"33","2016-2-2","736361","0.395138888888889"
"34","2016-2-3","736362","0.397222222222222"
"35","2016-2-4","736363","0.4"
"36","2016-2-5","736364","0.402083333333333"
"37","2016-2-6","736365","0.404166666666667"
"38","2016-2-7","736366","0.40625"
"39","2016-2-8","736367","0.408333333333333"
"40","2016-2-9","736368","0.410416666666667"
"41","2016-2-10","736369","0.413194444444444"
"42","2016-2-11","736370","0.415277777777778"
"43","2016-2-12","736371","0.417361111111111"
"44","2016-2-13","736372","0.419444444444444"
"45","2016-2-14","736373","0.422222222222222"
"46","2016-2-15","736374","0.424305555555556"
"47","2016-2-16","736375","0.426388888888889"
"48","2016-2-17","736376","0.429166666666667"
"49","2016-2-18","736377","0.43125"
"50","2016-2-19","736378","0.434027777777778"
"51","2016-2-20","736379","0.436111111111111"
"52","2016-2-21","736380","0.438194444444444"
"53","2016-2-22","736381","0.440972222222222"
"54","2016-2-23","736382","0.443055555555556"
"55","2016-2-24","736383","0.445833333333333"
"56","2016-2-25","736384","0.447916666666667"
"57","2016-2-26","736385","0.450694444444444"
"58","2016-2-27","736386","0.452777777777778"
"59","2016-2-28","736387","0.455555555555556"
"60","2016-2-29","736388","0.457638888888889"
"63","2016-3-1","736389","0.460416666666667"
"64","2016-3-2","736390","0.4625"
"65","2016-3-3","736391","0.465277777777778"
"66","2016-3-4","736392","0.468055555555556"
"67","2016-3-5","736393","0.470138888888889"
"68","2016-3-6","736394","0.472916666666667"
"69","2016-3-7","736395","0.475"
"70","2016-3-8","736396","0.477777777777778"
"71","2016-3-9","736397","0.479861111111111"
"72","2016-3-10","736398","0.482638888888889"
"73","2016-3-11","736399","0.485416666666667"
"74","2016-3-12","736400","0.4875"
"75","2016-3-13","736401","0.490277777777778"
"76","2016-3-14","736402","0.492361111111111"
"77","2016-3-15","736403","0.495138888888889"
"78","2016-3-16","736404","0.497916666666667"
"79","2016-3-17","736405","0.5"
"80","2016-3-18","736406","0.502777777777778"
"81","2016-3-19","736407","0.504861111111111"
"82","2016-3-20","736408","0.507638888888889"
"83","2016-3-21","736409","0.510416666666667"
"84","2016-3-22","736410","0.5125"
"85","2016-3-23","736411","0.515277777777778"
"86","2016-3-24","736412","0.517361111111111"
"87","2016-3-25","736413","0.520138888888889"
"88","2016-3-26","736414","0.522916666666667"
"89","2016-3-27","736415","0.525"
"90","2016-3-28","736416","0.527777777777778"
"91","2016-3-29","736417","0.529861111111111"
"92","2016-3-30","736418","0.532638888888889"
"93","2016-3-31","736419","0.534722222222222"
"94","2016-4-1","736420","0.5375"
"95","2016-4-2","736421","0.540277777777778"
"96","2016-4-3","736422","0.542361111111111"
"97","2016-4-4","736423","0.545138888888889"
"98","2016-4-5","736424","0.547222222222222"
"99","2016-4-6","736425","0.55"
"100","2016-4-7","736426","0.552083333333333"
"101","2016-4-8","736427","0.554861111111111"
"102","2016-4-9","736428","0.556944444444444"
"103","2016-4-10","736429","0.559722222222222"
"104","2016-4-11","736430","0.561805555555556"
"105","2016-4-12","736431","0.564583333333333"
"106","2016-4-13","736432","0.566666666666667"
"107","2016-4-14","736433","0.569444444444444"
"108","2016-4-15","736434","0.571527777777778"
"109","2016-4-16","736435","0.573611111111111"
"110","2016-4-17","736436","0.576388888888889"
"111","2016-4-18","736437","0.578472222222222"
"112","2016-4-19","736438","0.58125"
"113","2016-4-20","736439","0.583333333333333"
"114","2016-4-21","736440","0.585416666666667"
"115","2016-4-22","736441","0.588194444444444"
"116","2016-4-23","736442","0.590277777777778"
"117","2016-4-24","736443","0.592361111111111"
"118","2016-4-25","736444","0.595138888888889"
"119","2016-4-26","736445","0.597222222222222"
"120","2016-4-27","736446","0.599305555555556"
"121","2016-4-28","736447","0.601388888888889"
"122","2016-4-29","736448","0.604166666666667"
"123","2016-4-30","736449","0.60625"
"125","2016-5-1","736450","0.608333333333333"
"126","2016-5-2","736451","0.610416666666667"
"127","2016-5-3","736452","0.6125"
"128","2016-5-4","736453","0.614583333333333"
"129","2016-5-5","736454","0.616666666666667"
"130","2016-5-6","736455","0.61875"
"131","2016-5-7","736456","0.620833333333333"
"132","2016-5-8","736457","0.622916666666667"
"133","2016-5-9","736458","0.625"
"134","2016-5-10","736459","0.627083333333333"
"135","2016-5-11","736460","0.629166666666667"
"136","2016-5-12","736461","0.630555555555556"
"137","2016-5-13","736462","0.632638888888889"
"138","2016-5-14","736463","0.634722222222222"
"139","2016-5-15","736464","0.636111111111111"
"140","2016-5-16","736465","0.638194444444444"
"141","2016-5-17","736466","0.640277777777778"
"142","2016-5-18","736467","0.641666666666667"
"143","2016-5-19","736468","0.64375"
"144","2016-5-20","736469","0.645138888888889"
"145","2016-5-21","736470","0.646527777777778"
"146","2016-5-22","736471","0.648611111111111"
"147","2016-5-23","736472","0.65"
"148","2016-5-24","736473","0.651388888888889"
"149","2016-5-25","736474","0.652777777777778"
"150","2016-5-26","736475","0.654166666666667"
"151","2016-5-27","736476","0.655555555555556"
"152","2016-5-28","736477","0.656944444444444"
"153","2016-5-29","736478","0.658333333333333"
"154","2016-5-30","736479","0.659722222222222"
"155","2016-5-31","736480","0.660416666666667"
"156","2016-6-1","736481","0.661805555555556"
"157","2016-6-2","736482","0.663194444444444"
"158","2016-6-3","736483","0.663888888888889"
"159","2016-6-4","736484","0.665277777777778"
"160","2016-6-5","736485","0.665972222222222"
"161","2016-6-6","736486","0.666666666666667"
"162","2016-6-7","736487","0.667361111111111"
"163","2016-6-8","736488","0.66875"
"164","2016-6-9","736489","0.669444444444444"
"165","2016-6-10","736490","0.670138888888889"
"166","2016-6-11","736491","0.670138888888889"
"167","2016-6-12","736492","0.670833333333333"
"168","2016-6-13","736493","0.671527777777778"
"169","2016-6-14","736494","0.671527777777778"
