"outcome","input","quant"
0.153564683200942,2821476.11159633,0.05
1.13543163445318,2821476.11159633,0.25
2.03427879229909,2821476.11159633,0.5
3.3049977326359,2821476.11159633,0.75
5.42278004548386,2821476.11159633,0.95
0.158978120553804,2908465.7885372,0.05
1.13698849073214,2908465.7885372,0.25
2.03319702160776,2908465.7885372,0.5
3.30471741789361,2908465.7885372,0.75
5.41885161383444,2908465.7885372,0.95
0.147660925498993,2995455.46547807,0.05
1.1258103575494,2995455.46547807,0.25
2.02145525214336,2995455.46547807,0.5
3.29432896364437,2995455.46547807,0.75
5.41136398964436,2995455.46547807,0.95
0.14269062530037,3082445.14241895,0.05
1.14120732740289,3082445.14241895,0.25
2.05324786805424,3082445.14241895,0.5
3.35067313221757,3082445.14241895,0.75
5.43183998798085,3082445.14241895,0.95
0.134327129477626,3169434.81935982,0.05
1.13284053353052,3169434.81935982,0.25
2.05530335713536,3169434.81935982,0.5
3.35357343149778,3169434.81935982,0.75
5.4578021345538,3169434.81935982,0.95
0.13531101465964,3256424.49630069,0.05
1.13419508898222,3256424.49630069,0.25
2.05672446882016,3256424.49630069,0.5
3.35538575764602,3256424.49630069,0.75
5.4615420764529,3256424.49630069,0.95
0.154282449154387,3343414.17324157,0.05
1.15819820527124,3343414.17324157,0.25
2.0795427138124,3343414.17324157,0.5
3.38070247109421,3343414.17324157,0.75
5.48081739767614,3343414.17324157,0.95
0.126943553688657,3430403.85018244,0.05
1.13276009470297,3430403.85018244,0.25
2.0613524200125,3430403.85018244,0.5
3.36131780219932,3430403.85018244,0.75
5.45698281971153,3430403.85018244,0.95
0.144177676520386,3517393.52712331,0.05
1.15014209744533,3517393.52712331,0.25
2.07164496878673,3517393.52712331,0.5
3.37572801334593,3517393.52712331,0.75
5.47950597370053,3517393.52712331,0.95
0.140995522487427,3604383.20406419,0.05
1.14499031419614,3604383.20406419,0.25
2.06638071371809,3604383.20406419,0.5
3.3704473316412,3604383.20406419,0.75
5.47630548461926,3604383.20406419,0.95
