"outcome","input","quant"
21.7024884891338,2821476.11159633,0.05
33.0821405102697,2821476.11159633,0.25
38.0189339547633,2821476.11159633,0.5
43.9984190574346,2821476.11159633,0.75
53.3420165131191,2821476.11159633,0.95
21.7024884891338,2908465.7885372,0.05
33.0821405102697,2908465.7885372,0.25
38.0189339547633,2908465.7885372,0.5
43.9984190574346,2908465.7885372,0.75
53.3420165131191,2908465.7885372,0.95
21.7024884891338,2995455.46547807,0.05
33.0821405102697,2995455.46547807,0.25
38.0189339547633,2995455.46547807,0.5
43.9984190574346,2995455.46547807,0.75
53.3420165131191,2995455.46547807,0.95
21.7024884891338,3082445.14241895,0.05
33.0821405102697,3082445.14241895,0.25
38.0189339547633,3082445.14241895,0.5
43.9984190574346,3082445.14241895,0.75
53.3420165131191,3082445.14241895,0.95
21.7024884891338,3169434.81935982,0.05
33.0821405102697,3169434.81935982,0.25
38.0189339547633,3169434.81935982,0.5
43.9984190574346,3169434.81935982,0.75
53.3420165131191,3169434.81935982,0.95
21.7024884891338,3256424.49630069,0.05
33.0821405102697,3256424.49630069,0.25
38.0189339547633,3256424.49630069,0.5
43.9984190574346,3256424.49630069,0.75
53.3420165131191,3256424.49630069,0.95
21.7024884891338,3343414.17324157,0.05
33.0821405102697,3343414.17324157,0.25
38.0189339547633,3343414.17324157,0.5
43.9984190574346,3343414.17324157,0.75
53.3420165131191,3343414.17324157,0.95
21.7024884891338,3430403.85018244,0.05
33.0821405102697,3430403.85018244,0.25
38.0189339547633,3430403.85018244,0.5
43.9984190574346,3430403.85018244,0.75
53.3420165131191,3430403.85018244,0.95
21.7024884891338,3517393.52712331,0.05
33.0821405102697,3517393.52712331,0.25
38.0189339547633,3517393.52712331,0.5
43.9984190574346,3517393.52712331,0.75
53.3420165131191,3517393.52712331,0.95
21.7024884891338,3604383.20406419,0.05
33.0821405102697,3604383.20406419,0.25
38.0189339547633,3604383.20406419,0.5
43.9984190574346,3604383.20406419,0.75
53.3420165131191,3604383.20406419,0.95
