"outcome","input","quant"
1.59161081424644,1,0.05
2.37634535508585,1,0.25
2.87624968267333,1,0.5
3.51472760605138,1,0.75
4.70214698086439,1,0.95
0.0162013639885215,2,0.05
0.671053825121362,2,0.25
1.28679185968884,2,0.5
2.14870711486877,2,0.75
3.79907778216466,2,0.95
0.105658268778073,3,0.05
0.59805439188544,3,0.25
1.02072859147782,3,0.5
1.48607305339704,3,0.75
2.40370602364923,3,0.95
0.487048182107684,5,0.05
1.02728332014033,5,0.25
2.06233098095651,5,0.5
3.01837746121592,5,0.75
5.26061197252049,5,0.95
2.86596881155459,6,0.05
3.5516188545816,6,0.25
4.07690162074578,6,0.5
4.76072910059082,6,0.75
5.97321287569567,6,0.95
-0.0523429088343507,7,0.05
0.802580433490955,7,0.25
1.66461073668611,7,0.5
2.36237442529353,7,0.75
3.7168354392137,7,0.95
1.64869731253345,8,0.05
2.612882297569,8,0.25
3.27813436186973,8,0.5
4.28532931045148,8,0.75
5.96560364431769,8,0.95
0.200328864526647,9,0.05
1.68393350991277,9,0.25
2.67978026656799,9,0.5
4.03799356134383,9,0.75
6.79852687834288,9,0.95
0.679585118116648,11,0.05
1.55452840575061,11,0.25
2.84356623611502,11,0.5
4.16097880077084,11,0.75
6.04754135117651,11,0.95
0.299812628680863,12,0.05
0.99931957689235,12,0.25
1.69016655104242,12,0.5
3.11511920897985,12,0.75
4.85071497547004,12,0.95
0.0875950053514744,13,0.05
1.06993856620168,13,0.25
1.90950002556258,13,0.5
3.64313498205794,13,0.75
5.60329626569719,13,0.95
-0.0205293254224839,14,0.05
0.77749364148718,14,0.25
1.52358154492734,14,0.5
2.01747236017774,14,0.75
3.15617287357835,14,0.95
0.653590619730085,15,0.05
1.29326994067438,15,0.25
2.04585391931942,15,0.5
3.38736314789162,15,0.75
4.97717906064983,15,0.95
0.838649990816679,16,0.05
1.56853535882129,16,0.25
2.62631699656427,16,0.5
3.58730265747936,16,0.75
5.4502138538107,16,0.95
0.815969117920502,17,0.05
1.46883263633267,17,0.25
2.1226564160955,17,0.5
2.72586826071506,17,0.75
3.92441949173135,17,0.95
-0.182045885632291,18,0.05
0.671041570431854,18,0.25
1.55074273870256,18,0.5
2.42581977285897,18,0.75
4.15549762675867,18,0.95
-0.198279060543822,19,0.05
0.166246179312655,19,0.25
0.792564471951478,19,0.5
1.44938858522996,19,0.75
2.61236988962855,19,0.95
