"outcome","input","quant"
0.00321060871507377,2000,0.05
0.0067346638518396,2000,0.25
0.0147939864373947,2000,0.5
0.0349401240874188,2000,0.75
0.0931604906253614,2000,0.95
0.00321060871507377,2001,0.05
0.0067346638518396,2001,0.25
0.0147939864373947,2001,0.5
0.0349401240874188,2001,0.75
0.0931604906253614,2001,0.95
0.00321060871507377,2002,0.05
0.0067346638518396,2002,0.25
0.0147939864373947,2002,0.5
0.0349401240874188,2002,0.75
0.0931604906253614,2002,0.95
0.00321060871507377,2003,0.05
0.0067346638518396,2003,0.25
0.0147939864373947,2003,0.5
0.0349401240874188,2003,0.75
0.0931604906253614,2003,0.95
0.00321060871507377,2004,0.05
0.0067346638518396,2004,0.25
0.0147939864373947,2004,0.5
0.0349401240874188,2004,0.75
0.0931604906253614,2004,0.95
0.00321060871507377,2005,0.05
0.0067346638518396,2005,0.25
0.0147939864373947,2005,0.5
0.0349401240874188,2005,0.75
0.0931604906253614,2005,0.95
0.00321060871507377,2006,0.05
0.0067346638518396,2006,0.25
0.0147939864373947,2006,0.5
0.0349401240874188,2006,0.75
0.0931604906253614,2006,0.95
0.00321060871507377,2007,0.05
0.0067346638518396,2007,0.25
0.0147939864373947,2007,0.5
0.0349401240874188,2007,0.75
0.0931604906253614,2007,0.95
0.00321060871507377,2008,0.05
0.0067346638518396,2008,0.25
0.0147939864373947,2008,0.5
0.0349401240874188,2008,0.75
0.0931604906253614,2008,0.95
0.00321060871507377,2009,0.05
0.0067346638518396,2009,0.25
0.0147939864373947,2009,0.5
0.0349401240874188,2009,0.75
0.0931604906253614,2009,0.95
0.00321060871507377,2010,0.05
0.0067346638518396,2010,0.25
0.0147939864373947,2010,0.5
0.0349401240874188,2010,0.75
0.0931604906253614,2010,0.95
0.00321060871507377,2011,0.05
0.0067346638518396,2011,0.25
0.0147939864373947,2011,0.5
0.0349401240874188,2011,0.75
0.0931604906253614,2011,0.95
0.00321060871507377,2012,0.05
0.0067346638518396,2012,0.25
0.0147939864373947,2012,0.5
0.0349401240874188,2012,0.75
0.0931604906253614,2012,0.95
0.00321060871507377,2013,0.05
0.0067346638518396,2013,0.25
0.0147939864373947,2013,0.5
0.0349401240874188,2013,0.75
0.0931604906253614,2013,0.95
0.00321060871507377,2014,0.05
0.0067346638518396,2014,0.25
0.0147939864373947,2014,0.5
0.0349401240874188,2014,0.75
0.0931604906253614,2014,0.95
0.00321060871507377,2015,0.05
0.0067346638518396,2015,0.25
0.0147939864373947,2015,0.5
0.0349401240874188,2015,0.75
0.0931604906253614,2015,0.95
0.00321060871507377,2016,0.05
0.0067346638518396,2016,0.25
0.0147939864373947,2016,0.5
0.0349401240874188,2016,0.75
0.0931604906253614,2016,0.95
0.00321060871507377,2017,0.05
0.0067346638518396,2017,0.25
0.0147939864373947,2017,0.5
0.0349401240874188,2017,0.75
0.0931604906253614,2017,0.95
0.00321060871507377,2018,0.05
0.0067346638518396,2018,0.25
0.0147939864373947,2018,0.5
0.0349401240874188,2018,0.75
0.0931604906253614,2018,0.95
0.00321060871507377,2019,0.05
0.0067346638518396,2019,0.25
0.0147939864373947,2019,0.5
0.0349401240874188,2019,0.75
0.0931604906253614,2019,0.95
0.00321060871507377,2020,0.05
0.0067346638518396,2020,0.25
0.0147939864373947,2020,0.5
0.0349401240874188,2020,0.75
0.0931604906253614,2020,0.95
0.00321060871507377,2021,0.05
0.0067346638518396,2021,0.25
0.0147939864373947,2021,0.5
0.0349401240874188,2021,0.75
0.0931604906253614,2021,0.95
0.00321060871507377,2022,0.05
0.0067346638518396,2022,0.25
0.0147939864373947,2022,0.5
0.0349401240874188,2022,0.75
0.0931604906253614,2022,0.95
0.00321060871507377,2023,0.05
0.0067346638518396,2023,0.25
0.0147939864373947,2023,0.5
0.0349401240874188,2023,0.75
0.0931604906253614,2023,0.95
