"outcome","input","quant"
0.00425190724299148,2186953.93336378,0.05
0.0127123350363018,2186953.93336378,0.25
0.0280833504031545,2186953.93336378,0.5
0.0684043562434612,2186953.93336378,0.75
0.188919713607894,2186953.93336378,0.95
0.00429561743030592,2252976.79610793,0.05
0.0128368543744166,2252976.79610793,0.25
0.0284521092226927,2252976.79610793,0.5
0.0695654311944993,2252976.79610793,0.75
0.191627166734048,2252976.79610793,0.95
0.00436452119730694,2318999.65885209,0.05
0.013158559100115,2318999.65885209,0.25
0.0292146617234908,2318999.65885209,0.5
0.0709729246646308,2318999.65885209,0.75
0.194764244538725,2318999.65885209,0.95
0.00436894984050965,2385022.52159624,0.05
0.0132381908059967,2385022.52159624,0.25
0.0294785144171155,2385022.52159624,0.5
0.0714271606446795,2385022.52159624,0.75
0.195581065647251,2385022.52159624,0.95
0.00429950058330127,2451045.3843404,0.05
0.0130040444757076,2451045.3843404,0.25
0.0288741654037238,2451045.3843404,0.5
0.0701739777802805,2451045.3843404,0.75
0.1928110077041,2451045.3843404,0.95
0.00436186977486411,2517068.24708455,0.05
0.0132170119986619,2517068.24708455,0.25
0.0294401106272078,2517068.24708455,0.5
0.0714454625985562,2517068.24708455,0.75
0.195654214974364,2517068.24708455,0.95
0.00441565486750341,2583091.10982871,0.05
0.0134779100048804,2583091.10982871,0.25
0.0300623303551059,2583091.10982871,0.5
0.0726389862766371,2583091.10982871,0.75
0.198322864711642,2583091.10982871,0.95
0.00433977067955361,2649113.97257286,0.05
0.0132449308432338,2649113.97257286,0.25
0.0293812236498656,2649113.97257286,0.5
0.0717381871229574,2649113.97257286,0.75
0.197116298437233,2649113.97257286,0.95
0.0043904651844597,2715136.83531702,0.05
0.0134191029911431,2715136.83531702,0.25
0.0297833976167945,2715136.83531702,0.5
0.0723104642355237,2715136.83531702,0.75
0.197788183006257,2715136.83531702,0.95
0.00438754997086146,2781159.69806117,0.05
0.0134174547297588,2781159.69806117,0.25
0.0297937482768544,2781159.69806117,0.5
0.072413286283182,2781159.69806117,0.75
0.198059208757326,2781159.69806117,0.95
